Number,Program Title,Program Type,Program Genre,Network,First Air Month,First Air Day,First Air Year,Last Air Month,Last Air Day,Last Air Year,Program Description
7929, Sugarfoot. ,Series, Western, ABC,,,1957,,,1963," ""Sugarfoot"" is a Western term for ""a cowboy who is working his way up to be a tenderfoot."" Tom Brewster is considered a Sugarfoot. He is peaceful, laidback, idealistic and romantic and looked upon as a gullible coward by the roughneck cowboys. Despite their belief, Tom is skilled with his gun, his fists and a knife. Tom was born in Oklahoma. When he was a child he was inspired by Judge Henry Davis (Harry Holcombe) to become a lawyer (the judge made decisions to help change the country; deciding, for example, that the Indian is a person as defined by the Constitution). He was a man who personified the law to Tom. When the series begins, Tom is a law school correspondence student who roams the West of the  1870s. He signed up ""for some of them correspondence courses from Kansas City"" (he is up to lesson seven in the pilot and carries the law book Blackstone's Commentary, volume 9). Tom plans to hang up his shingle in a place that needs him and which he needs. Tom calls guns ""tools of the devil."" He wears his father's gun and believes that ""shootin ain't always the answer."" He drinks sarsapariUa (""with a touch of cherry"") and carries a ""Home, Sweet Home"" plaque with him as he wanders from town to town ""tryin to earn a little livin' money."" While Tom struggled to avoid gunplay (he wanted only to study his law books), trouble was all that he found. His knowledge of the law and strong sense of justice helped him overcome difficult situations when defending clients. In the town of Casa Grande, Arizona, Tom meets Toothy Thompson, ""a man with a face people distrust."" When Tom gets Toothy acquitted of an attempted murder charge, he finds himself with a new friend and occasional companion on the trail. (Toothy, described as ""kinda spooky looking, always smilin',"" was so grateful for what Tom had done for him that he made himself Tom's best friend.) Will Hutchins also played his outlaw double, the Canary Kid, in several episodes. Cast: Will Hutchins (Tom Brewster), Jack Elam (Toothy Thompson). Theme Song: ""Sugarfoot"" by Ray Heindorf Max Steiner, Paul Francis Webster. "
1861, The Danny Thomas Show. ,Series, Comedy, CBS,,,1957,,,1964, The original CBS title for Make Room for Daddy. In 1964 episodes from the CBS series were placed into syndication with the  1953-1957 ABC episodes of Make Room for Daddy and re-titled as such. See this title for information. 
7039, The Ruff and Reddy Show. ,Series, Cartoon, NBC,,,1957,,,1964," ""Get set, get ready, here come Ruff and Reddy...."" Serial-like stories that relate the adventures of Ruff the Cat and Reddy the Dog. The series, hosted by Captain Bob Cottle, ran from December 14, 1957 to September 26, 1964. The first television venture for cartoon icons, William Hanna and Joseph Barbera. Cast: Bob Cottle {Captain Bob Cottle), Don Messick {Voice of Ruff), Daws Butler {Voice of Reddy). "
8388, Timmy and Lassie. ,Series, Drama, CBS,,,1957,,,1964," A continuation of the Jeff's Collie (which see) version of the Lassie series. Shortly after the death of Helen's grandfather. Cramps, a sevenyear-old boy named Timmy runs away from an orphanage. He is found by Lassie and brought to the Miller Farm and given a temporary home by Ellen and her son, Jeff. Ellen, who is alone and unable to run the farm, sells it to Paul and Ruth Martin, a childless couple who later adopt Timmy. Jeff, who is unable to take Lassie to the city with him, gives her to Timmy. Stories relate the adventures shared by a boy and his dog. Timmy and Lassie is the syndicated title for the  1957-1964 episodes of Lassie. Petrie Martin is Timmy's uncle; Boomer Bates is Timmy's friend; Dr. Frank Weaver is the veterinarian; Harry Miller is the sheriff; Cully Wilson is Timmy's friend; Scott is Timmy's friend. Boomer's dog is Mike; Cully's dog is Silky. Cast: Jon Provost (Timmy Martin), Cloris Leachman (Ruth Martin), June Lockhart (Ruth Martin; later), Jon Shepodd (Paul Martin), Hugh Riley (Paul Martin; later), Todd Ferrell (Boomer Bates), Arthur Space (Dr. Frank Weaver), Robert Fouik (Sheriff Harry Miller), Andy Clyde (Cully Wilson), Ricky Allen (Scott), Jan Clayton (Helen Miller), Tommy Rettig (Jeff Miller). "
6360, Perry Mason. ,Series, Crime Drama, CBS,,,1957,,,1966," Perry Mason is a brilliant criminal attorney working out of Los Angeles. His retainer fees range from $1,000 to $5,000 and he works by the books _Êî even when the odds are stacked up against his client. Perry refuses to plea bargain because he believes risking the life of his client is better than ruining it with a suspicious way out or a reduced sentence. While Perry is also competent as a detective, it is in the courtroom where his abilities become evident. He is shrewd and never lets it be known that at times he did not have sufficient evidence to defend a client (he always waits for that last minute piece of evidence to free a client). Delia Street is Perry's efficient, loyal secretary. She occasionally assists Perry in the field (often helps by donning various disguises) . Paul Drake is Perry's investigator; Hamilton Burger is the prosecuting attorney; Gertie Lade is Perry's receptionist; Margo is Drake's secretary; David Gideon is Perry's associate (later episodes) and Perry works with the following police officials: Lt. Arthur Tragg, Lt. Steve Drumm; Sergeant Brice and Lt. Andy Anderson. Based on characters created by Erie Stanley Gardner; 245 episodes were filmed (the last one in color). Cast: Raymond Burr {Perry Mason), Barbara Hale (Delia Street), William Hopper (Paul Drake), Ray Collins (Lt. Arthur Tragg), William Talman (Hamilton Burger), Richard Anderson (Lt. Steve Drumm), Connie Cezon (Gertie Lade), Paul Courtland (Margo), Karl Held (David Gideon), Lee Miller (Sgt. Brice), Wesley Lau (Lt. Andy Anderson) . "
8618, The 20th Century. ,Series, Documentary, CBS,,,1957,,,1966," Walter Cronkite hosts and narrates a long running program that uses news footage that recounts events of the twentieth century. It ran from October 20, 1957 to August 28, 1966. "
1380, Charlie Chan. ,Series, Crime Drama," Syn., CBS, ABC",,,1957,,,1979," For information on the Uve action syndicated series, see The New Adventures of Charlie Chan; for information on the ABC pilot see Happiness Is a Warm Clue; for information on the CBS animated series see The Amazing Chan and the Chan Clan. "
296, American Bandstand. ,Series, Variety, ABC,,,1957,,,1987," Music and entertainment geared to teenagers is the basic format of the program. It originally premiered locally in Philadelphia (over station WFIL, Channel 6) in October of 1952. Ron Joseph and Lee Stewart hosted the show from 1952 to 1956. In August of 1956 Dick Clark became the host and 14 months later, on October 7, 1957, the series premiered on ABC where it became a very popular Saturday afternoon series. The program is best known for featuring teenagers dancing to the top songs of the day as well as showcasing established and up-and-coming singers. See also The New American Bandstand. Host: Dick Clark. Announcer: Charlie O'Donnell, Dick Clark. Original Theme Song: ""The Bandstand Boogie"" by Charles Albertine. Revised Theme: ""American Bandstand"" vocal by Barry Manilow. Music: Mike Curb, Les Elgart, Bob Horn, Barry Manilow, Joe Porter, Bruce Sussman. "
7214, Sea Hunt. ,Series, Adventure, Syn.,,,1957,,,1987," ""Three-fifths of the world is covered by the sea, and most of us know little about it,"" says Michael (""Mike"") Nelson, a navy frogman during World War II who now works as a freelance underwater troubleshooter (he accepts assignments from civilians, law enforcement agencies and the government). Mike is an expert at underwater demolition and also teaches sea diving. He has a Porta Sub (a handheld scooter) for swift underwater movement, and a boat called the Argonaut. Ricou Browning stunt doubles for star Lloyd Bridges; Zales Perry stunt doubles for female guest stars. Ray Llewellyn composed ""The Sea Hunt Theme."" In 1986 a revised version of the series, also titled Sea Hunt appeared in syndication (running until  1987). Here Ron Ely portrayed Mike Nelson, the intrepid underwater troubleshooter. He received assistance from his daughter, Jennifer Nelson, a beautiful marine biologist. Mike, an ex-Navy frogman.has a boat called the Sea Hunt. Melissa Sue Anderson was originally cast in the role of Jennifer. Braun Farnon and Fred Zurba composed ""The New Sea Hunt Theme."" Cast: Lloyd Bridges {Mike Nelson, 1957-1961), Ron Ely {Mike Nelson, 1986-1987), Kimber Sissons {Jennifer Nelson, 1986-1987). "
1970, Decoy. ,Series, Crime Drama, Syn.,,,1957,,,1958," Patricia Jones is a police woman with the 16th Precinct of the Police Department of New York City. The term N.Y.P.D. had not yet come into use. Patricia, called Casey, wears badge number 300 and earns $75 a week. Hoods call Casey ""A Dame Copper."" Like the series Naked City, Decoy was filmed on the streets of New York and is quite realistic in its presentation; storylines capture the feel of the city at the time. Casey is attractive and alluring but she is somewhat of a loner. She is totally dedicated to her job and she does suffer for it not only in long hours and dangerous cases, but she is shot at and she does take beatings from thugs; seeing her with a bruise or disheveled clothing and hair is not unusual. The series is ""Presented as a tribute to the Bureau of Police Women, Police Department, City of New York"" as seen in the opening theme. Cast: Beverly Garland {Patricia ""Casey"" Jones), Frank Campanella {Lt. Torry; a.k.a. Lt. Harris), Bill Quinn {Det. ""Mac"" McGowan), Edward Holmes {Captain Doyle), ]o\\'a Newton {Lt. Kendall), Simon Oakland {Police Lieutenant), Jimmy Little {Homicide Lieutenant) , Lawrence Fletcher {Police Lieutenant), Al Hinckley {Police Sergeant), Barbara Barrie {Various Roles). Narrator: Beverly Garland. "
40, Action. ,Pilot, Anthology, CBS,10,18,1957,,,," The proposed title for a weekly anthology series from the studios of Four Star Television. The pilot episode, ""A Gun Is for Killing,"" tells of Russell Andrews, a man who breaks his vow never to use a gun, when his son is killed and he seeks revenge. Aired on Zane Grey Theater. Cast: Edmond O'Brien {Russell Andrews), Marsha Hunt {Claire Andrews) , Robert Vaughn {Billy Jack), Paul Engle {Bobby Andrews). "
47, Action Tonight. ,Series, Anthology, NBC,,,1957,,,," The overall title for a summer series (July 15 to September 22, 1957) of dramas that originally aired on other filmed anthology programs. "
81, The Adventures of a Jungle Boy. ,Series, Adventure, Syn.,,,1957,,,," A young boy (unnamed), the lone survivor of a plane crash in the African jungle, is found by Dr. Laurence, a research scientist. The scientist raises the boy and teaches him (called Boy) to protect his adopted homeland from evil. The series, an obvious takeoff of Tarzan, follows Boy and Dr. Laurence as the struggle to protect the jungle, its residents and creatures from the unscrupulous beings that threaten its safety. Cast: Michael Carr Hartley {Boy), Ronald Adam {Dr. Laurence). "
117, The Adventures of Pow Wow. ,Series, Cartoon, Syn.,,,1957,,,," Five minute animated stories, based on actual Indian folklore, that relates the adventures of Pow Wow, a young Indian boy, as he learns about life. The series is produced by Leon Marcus with music by Monty Kelly. "
134, The Adventures of Tugboat Annie. ,Series, Comedy, Syn.,,,1957,,,," Annie Brennan is a 50 year old, young at heart woman who captains the Narcissus, a tugboat owned by the Severn Tugboat Company. Annie, who previously worked as the skipper of a garbage scow, is a sympathetic soul who tries to help people in trouble (her ""adventures"" are the comical situations she encounters). Fogerty's Beanery (where ""Honesty Is the Best Policy"") is the dive of a cafe where Annie and her crew eat. Shiftless is her deckhand, and Pinto is the tug's cook. When Pinto temporarily lost his job, Annie helped him start Pinto's Hotcake Heaven, a diner that failed to find paying customers.Horatio Bullwinkle is a rival tugboat captain who calls Annie ""The Old Petticoat."" Murdock Severn is the tugboat company owner. The series is based on the stories by Norman Reilly Raine. Cast: Minerva Urecal {Annie Brennan), Eric Clavering {Shiftless), Don Orlando {Pinto), Walter Sande {Horatio Bullwinkle), Stan Francis {Murdoch Severn). "
136, The Adventures of William Tell. ,Series, Adventure, Syn.,,,1957,,,," The series, set in I4th century Switzerland, relates the efforts of William Tell, the leader of the Confederation of the Forest Cantons, to liberate his country from the rule of the tyrannical Austrian Empire Army. Cast: Conrad Phillips {William Tell), Richard Rogers {Walter Tell), Jennifer Jayne {Hedda Tell), Nigel Green {The Bear), Willoughby Goddard {Gessler). "
143, African Patrol. ,Series, Adventure, Syn.,,,1957,,,," Paul Derek is an inspector with the African Patrol, a specially trained unit of police officers based in Nairobi, Africa. They are a highly organized unit designed to battle crime and stories relate their exploits as they battle the unscrupulous characters that invade the Dark Continent. The telephone numberof the African Patrol headquarters is 1356. The series is filmed in East Africa. Cast: John Bentley {Insp. Paul Derek), Brian Epson {Allan; the doctor), Frank Price {Dr. Tim; the medical examiner), Tony Blain {Sergeant}, John Stewart {Police Ojficer), Ian Young {Police Officer). "
155, Aggie. ,Series, Comedy, Syn.,,,1957,,,," A not widely seen (and virtually unknown) syndicated comedy about the misadventures of Aggie, an American fashion buyer living in Europe. The series is produced by Mid-Ocean Productions in England. Cast: Joan Shawlee {Aggie), Christopher Lee {Aggie's boyfriend, a Scotland Yard Inspector). "
206, All About Music. ,Series, Variety, ABC,,,1957,,,," A three-week interim series of programs devoted to specific forms of music: Calypso (Program  1, April 7, 1957), American Folk (Program 2, April  14, 1957) and Jazz (Program 3, April 21, 1957). Performers: Johnny Banacuda, Helen Ferguson, Pearl Gonzalez, The Duke of Iron, The Trini Dancers, The Versatones, Susan Reed, Jack Dabodoub, Buzz Miller, Rudy Tronto, Gomez Delappe, Bruce King, Bruce Bradley, The Nelle Fisher Dancers, Lawrence Winters. Musk (Program 1): The King Carib Stud Band. Music Director (Program 2): Al Rickey. Music Director (Program 3): Paul Whiteman. "
352, The Andy Williams-June Valli Show. ,Series, Variety, NBC,,,1957,,,," A summer series of music and songs with singers Andy Williams and June Valli. The series ran from July 2, 1957 to September 5, 1957. Hosts: Andy Williams, June Valli. Orchestra: Alvy West. "
403, Any thing for Money. ,Pilot, Crime Drama, ABC,4,16,1957,,,," The first of two pilot films for the series 77 Sunset Strip (ABC, 1958-64; see also Girl on the Run). The story of Stuart Bailey, a private detective working out of California. In the pilot episode. Bailey is hired to secretly bodyguard a yachtsman on a pleasure cruise to Havana. Aired as an episode of the Conjlict segment of Warner Brothers Presents. Cast: Efrem Zimbalist, Jr. {Stuart Bailey) . Guest Cast: Barton MacLane {Glen Callister), Margaret Hayes {Eileen Callister), Richard Webb {Madden), Joanna Barnes {Betty Callister). "
479, Assignment: Foreign Legion. ,Series, Anthology, Syn.,,,1957,,,, Dramatizations based on the role of the French Foreign Legion during the North African campaign of World War II. Stories relate incidents in the lives of its men and officers. Cast: Merle Oberon (Correspondent). 
755, The Big Attack. ,Series, Anthology, Syn.,,,1957,,,, The alternate title for a series that was originally broadcast as Citizen Soldier. See this title for information.
758, The Big Beat. ,Series, Variety, ABC,,,1957,,,," A four-week interim program featuring performances by the top names in rock and roll music. The series, hosted by disc jockey Alan Freed, ran from July 12, 1957 to August 2, 1957. Host: Alan Freed. Performers: Connie Francis, Frankie Avalon, Bobby Darin, Andy Williams, Chuck Berry, Jerry Lee Lewis, The Everly Brothers. Music Director: Alan Freed. "
876, Blondie. ,Series, Comedy, NBC,,,1957,,,," Blondie Davenport and Dagwood Bumstead met on a blind date. Although they were with different people, Dagwood could see that Blondie didn't care for the fellow she was with. The following night, Dagwood brought Blondie flowers and candy; before long they fell in love and decided to marry. They eloped to a town called Sherman Grove and were married by a justice of the peace. (Dagwood has since lost their marriage license. He accidentally grabbed his marriage license when he went on a hunting trip and lost it _Êî but he bagged three ducks.) In the comics, Blondie was a Depressionera gold digger seeking a rich husband _Êî Dagwood. Years later Blondie has a home (house number  4224), two kids (Alexander, nicknamed ""Baby Dumpling,"" and Cookie), six dogs (Daisy, a ""purebred mongrel,"" and her ""five children""), and a bumbling husband who works as an architect for the J.C. Dithers Construction Company. ""We all adore you Dagwood, even if you are dumb at times,"" says Blondie. Dagwood is a natural humbler and becomes a nervous wreck when it comes to his boss, J.C. Dithers. When J.C. says, ""Emergency,"" Dagwood answers like a faithful Saint Bernard: he drops whatever he is doing to rush to the office. (Dagwood is ""sort of a vice president _Êî it comes and goes."" When he blunders, it goes; when his blundering turns out for the best, he's a v.p. again). On Dagwood's birthday, Blondie gets him something she needs for the house or something the kids want (over the years, Dagwood has gotten a sewing machine, a washing machine, a doll house and a baseball bat and glove). Dagwood and J.C. are members of the Loyal Order of Caribou Lodge; J.C. has an antique gun collection that his wife feels is just a waste of money (he buys his guns at Miller's Sport Shop). Dagwood is famous for his yell _Êî ""B1-o-o-o-n-d-i-e-e-e"" _Êî when something goes wrong.The series is based on tlie comic strip by Chic Young, and most people readily think of Penny Singleton and Arthur Lake, the stars of the 1930s and  1940s motion picture and radio series, as Blondie and Dagwood. Cast: Pamela Britton {Blondie Bumstead), Arthur Lake {Dagwood Bumstead), Ann Barnes {Cookie Bumstead), Stuffy Singer {Alexander Bumstead), Florenz Ames {Julius C. Dithers), Lela Bliss {Cora Dithers), Elvia Allman {Cora Dithers; later), Hal Peary {Herb Woodley), Lois Collier {Harriet Woodley), Hollis Irving {Harriet Woodley; later), Lucien Littlefield {Mr. Beasley), Hazel Shermit {Louise Cooper), George Winslow {Foghorn). "
950, Boots and Saddles: The Story of the Fifth Cavalry. ,Series, Adventure, Syn.,,,1957,,,," The life and times of the men and officers of the American Fifth Cavalry during the hostile frontier of the 1870s. Cast: Jack Pickard {Captain Shank Adams), Michael Hinn {Trail Scout Luke Cummings), Patrick McVey {Lt. Colonel Hayes), Gardner McKay {Lieutenant Kelly), Dave WiUock {Lieutenant Banning), John Anderson {Sergeant Bullock). "
974, The Bounty Hunter. ,Pilot, Western, CBS,3,7,1957,,,," The pilot film for Wanted: Dead or Alive, about Josh Randall, a compassionate bounty hunter who strives to take wanted outlaws in alive. In the pilot episode, broadcast as a segment of Trackdown, Randall teams with Texas Ranger Hoby Gilman to apprehend a killer. Cast: Steve McQueen {Josh Randall). Guest Cast: Robert Culp {Hoby Gilman), Jean Willes {Janette York), Kenneth McDonald {Sheriff). "
1114, Bulldog Drummond. ,Pilot, Crime Drama, NBC,1,28,1957,,,," A proposed series about Hugh ""Bulldog"" Drummond, a captain with London's New Scotland Yard. In the pilot episode. Bulldog helps Harriet Ludlow, an old friend whose husband, Felix, has been kidnapped after he developed a new drug that could be worth a fortune in royalties. Aired as ""The Ludlow Affair"" on Douglas Fairbanks, Jr. Presents. Cast: Robert Beatty {Bulldog Drummond), Michael Ripper {Kelly, his butler). Guest Cast: Greta Gynt {Harriet Ludlow), Michael Anthony {Dr. Felix Ludlow), John Le Mesurier {Inspector Burroughs), Harry Lane {Kinselld), William Franklyn {Roger Benning}. "
1280, Casey Jones. ,Series, Adventure, Syn.,,,1957,,,," The series, set in Jackson, Tennessee, during the late 1890s, tells the story of John Luther ""Casey"" Jones, the legendary engineer of the Illinois Central Railroad's famed Cannonball Express. It is based, in part, on the famous ""Casey Jones"" ballad in which engine 382 (a ten-wheeler steam locomotive built around 1896 and assigned to mainline passenger service) is wrecked in an accident (in Vaughn, Mississippi, on April 30th, 1900) that killed its engineer, Casey Jones. The steam engine itself was rebuilt and remained in service until the 1930s. Alice Jones is Casey's wife; Casey Jones, Jr., is their son; Red Rock is the Cannonball conductor; Willie Simms is the Cannonball fireman; Sam Peachpit is Casey's Indian friend; Mr. Carter is the local businessman. Casey, Jr., has a dog named Cinders. Cast: Alan Hale, Jr. {Casey Jones), Mary Lawrence {Alice Jones), Bobby Clark {Casey Jones, Jr.), Eddy Waller {Red Rock), Dub Taylor {Willie Simms), Pat Hogan {Sam Peachpii), Paul Keast {Mr. Carter). "
1431, Chicago 212. ,Pilot, Drama, CBS,4,30,1957,,,," A proposed series about Ed McCook, an inspector for the Chicago Fire Department. In the pilot episode, McCook searches for an arsonist whose actions have caused both the loss of life and property.Cast: Frank Lovejoy {Ed McCook). Guest Cast: Roy Thinnes {Arsonist), Tomi Thurston {Mickey), Franklyn McCormick {Keno). "
1482, Citizen Soldier. ,Series, Anthology, Syn.,,,1957,,,," True stories of Americans in combat (during World War II and the Korean War). Dramas relate the lives of particular individuals on missions thatenable a person to accomplish amazing feats of daring. The series, which produced 39 episodes, is also known as The Big Attack. "
1571, Colonel Bleep. ,Series, Cartoon, Syn.,,,1957,,,," Zero Zero Island is a mythical place between Greenwich Meantime and the Equator. It is here that Colonel Bleep, an alien from the planet Futura, and his deputies, Squeek (a cowboy) and Scratch (a caveman) have established a base of operations. They are members of the Futura Police Department and their assignment is to protect the Earth from evil. Stories relate Colonel Beep (who acquires his powers from atomic energy) as he Squeek and Scratch battle intergalactic villains (such as Dr. Destructo, ""The Master Criminal of the Universe,"" the Black Knight and Captain Patch, the pirate). Narrator: Noah Tyler. "
1574, Colonel March of Scotland Yard. ,Series, Crime Drama, Syn.,,,1957,,,," Perceval Clovis Adelbart March is a British police colonel who heads Department D-3 (the Office of Queen's Complaints) of the New Scotland Yard. Colonel March, an expert swordsman, uses deductive reasoning (never violence) to solve crimes. He served with the British Royal Army during World War II and wears a black patch over his left eye (a war injury). He became a police inspector after his discharge and is interestedin interplanetary flight. He lives in an apartment at 611 Stable Mews. Colonel March often works with Inspector Gordon of the French Surete. March says of his good friend, ""Gordon spends two-thirds of his life at the gambling table and one-third in bed."" Philip Green composed the ""Colonel March Theme."" Cast: Boris Karloff {Col. Perceval March), Ewan Roberts {Inspector Ames), Eric Pohlmann {Inspector Gordon). "
1652, Cool and Lam. ,Unaired Pilot, Crime Drama, CBS,,,1957,,,," The Cool and Lam Private Detective Company is a Los Angelesbased agency that is co-owned by the penny-pinching Bertha Cool and her shrewd investigator, Don-ald Lam. They charge $200 a day plus expenses and the unsold series was to relate Lam's somewhat clumsy attempts to solve crimes. In the pilot episode, Dr. James Lintig hires Cool and Lam to find his wife (Amelia) who disappeared over 20 years ago. Based on the stories by Erie Stanley Gardner. Cast: Billy Pearson {Donald Lam), Beany Venuta {Bertha Cool), Judith Bess Jones {Ekie Brand, their receptionist). Guest Cast: Maurice Manson {Dr. James Lintig, Maggie Mahoney {Marion Dutton), Allison Hayes {Evaline Dell), Tristin Coffin {Thatcher), Sheila Bromley {Flo Mortinson), Don Megowan {John Harbet). "
2096, Divorce Court. ,Series, Drama, Syn.,,,1957,,,," A long running daily series that dramatized divorce cases based on actual records. The program begins with attorneys presenting their opening statements and the testimony from witnesses. The judge's cross examination follows with a verdict given at the end of the episode. Actors portray the litigants; student lawyers portray the attorneys. Cast: Voltaire Perkins {Judge), Bill Walsh {Announcer/Commentator), Colin Mayer {Announcer/ Commentator). "
2361, Elfego Baca. ,Pilot, Western, ABC,4,18,1957,,,," A proposed series about Elfego Baca, a youngSpanish-American sheriff (of Frisco, New Mexico) who struggles to uphold the peace without gunplay. In the pilot episode, Baca finds that using his guns is the only answer when he attempts to stop a murderous band of cowboys. Aired as a segment of Telephone Time. Cast: Manuel Rojas {Elfego Baca). Guest Cast: James Westerfield {Wilson), House Peters, Jr. {McCarthy), George Trevino {Naranjo). "
2395, Enchanted Lands. ,Series, Travel, Syn.,,,1957,,,, A filmed program that explores the people and customs of exotic cities around the world. Narrator: Lorna Gaspers. 
2422, The Errol Flynn Theater. ,Series, Anthology, DuMont,,,1957,,,," A series of dramatic presentations featuring actor Errol Flynn in the dual role of host and occasional performer. The series, which produced 16 episodes, aired from March 22, 1957 to July 26, 1957. Host: Errol Flynn. Performers Include: GlynisJohns, Phyllis Kirk, Paulette Goodard, June Havoc, Jean-Pierre Aumont, Rosanna Rory, Patrice Wymore, Christopher Lee, Herbert Lom, Mia Zitterling, Peter Reynolds, Ivan Craig, Betta St. John, Leslie Phillips. "
2650, Female of the Species. ,Unaired Pilot, Drama,,,,1957,,,," A proposed, but unsold series of anthology-like stories about women. A socialite named Margo is the only regular. She appears in a supper club setting to tell tales of women she has known. In the pilot episode, titled ""Sunday Night,"" the story of Laurie Hillman is told. Laurie is a model whose relationships with men all fall apart at the seams. Laurie is desperately in love with Avery Morgan, but the feeling is not mutual. Feeling depressed, Laurie contemplates suicide and takes sleeping pills. She is saved when she is found by a bellboy. The situation makes Avery aware of Laurie's feelings and it is assumed that Laurie and Avery married (an ending was not filmed; the stars appeared with producer Joan Harrison to discuss possible endings). Cast: Amanda Blake (Margo), Joan Harrison (Host). Guest Cast: Geraldine Brooks (Laurie Hillman), William Ching (Avery Morgan), Richard Tyler (Roy), Isabel Randolph (Mrs. Farrell), Perry TerriU (Monty Farrell). "
2706, Five Star Comedy. ,Series, Comedy, ABC,,,1957,,,," A five-week series, geared to children, that features a different host (and format) each week. The series ran from May 18, 1957 to June 15, 1957. Hosts: Ben Blue, Jerry Colonna, Olsen and Johnson, Senor Wences, Paul Winchell. "
2822, The Four Just Men. ,Series, Adventure, Syn.,,,1957,,,," Four men, friends during World War II, but having gone their separate ways since, are summoned together in England at the last request of their former commander, who asks that they continue his quest and battle injustice. Tim Collier, an American newspaper journalist; Ben Manfred, a British private detective; Ricco Poccari, an Italian hotel owner; and Jeff Ryder, a French attorney, form a union of ""Four Just Men"" who travel about the world to combat injustice. Stories relate their experiences on a rotational basis. Cast: Dan Dailey {Tim Collier), Jack Hawkins {Ben Manfred), Vittorio De Sica {Ricco Poccari), Richard Conte {Jejf Ryder). "
2926, The Further Adventures of Spin and Marty. ,Series, Comedy, ABC,,,1957,,,," A sequel to Spin and Marty that continues to relate events in the lives of Spin Evans and Marty Markham, campers at the Triple R Ranch summer camp. The story concerns itself with the rivalry that ensues between Spinand Marty for the affections of Annette, a very pretty girl attending the Circle H Girls Camp. Broadcast as 13 segments of The Mickey Mouse Club. Jim Logan is the Triple R ranch owner; Darlene is Annette's friend; Bill Burnett is the Triple R Counselor; Ollie is the Triple R wrangler; Moochie, Ambitious, Joe, George and Speckle are Triple R campers. See also The New Adventures of Spin and Marty. Cast: Tim Considine {Spin Evans), David StoUery (Marty Markhani), Annette Funicello {Annette), Darlene Gillespie {Darlene), Roy Barcroft {Jim Logan), Harry Carey, Jr. {Bill Burnett), Dennis Moore {Ollie), Kevin Corcoran {Moochie O'Hara), B.G. Norman {Ambitious), Sammy Ogg {Joe), Joe Wong {George), Tim Hartnagel {Speckle). Theme Song: ""Theme from Spin and Marty"" by William Lava. "
2946, The Galen Drake Show. ,Series, Variety, ABC,,,1957,,,," A program of music and songs geared to children. Host: Galen Drake. Regulars: Stuart Foster, Rita Ellis, The Three Beaus and a Peep. "
3018, The George Sanders Mystery Theater. ,Series, Anthology, NBC,,,1957,,,," A summer series of mystery presentations that produced eleven episodes and ran from June 22, 1957 to September 14, 1957. Host: George Sanders. Performers Include: Marion Ross, Jerry Paris, Howard McNear, Eve McVeagh, Scotty Beckett, Elisha Cook, Jeanne Cooper, Harry Lauter, Sue England, Robert Horton, Mae Clarke, Don Haggerty, Dorothy Green, Helen Brown, Paul Petersen, John Archer, Freeman Morse, Alex Gerry, Adam Williams. "
3021, Georgia Gibbs Million Record Show. ,Series, Variety, NBC,,,1957,,,," The program features renditions of songs that have sold over a million copies. The series, hosted by singer Georgia Gibbs, aired from July 1, 1957 to September 2, 1957. Hostess: Georgia Gibbs. Orchestra: Eddie Safronski. "
3214, The Gray Ghost. ,Series, Adventure, Syn.,,,1957,,,," Virginia during the Civil War is the setting. In a desperate attempt to infiltrate the Confederacy, the Union Army recruits a woman spy. The woman, a double agent, reveals their plans to John Singleton Mosby, a Confederate major. Later, when Mosby learns that the woman has been uncovered as a double agent and has been sentenced to die by the Union Army, he effects a dramatic raid on the Union camp and rescues her. He is proclaimed their enemy _Êî the Gray Ghost. Stories relate Mosby's daring and cunning raids against the Union Army in the hopes of fostering a Confederate victory. Cast: Tod Andrews {Major John Mosby), Phil Cambridge {Lieutenant St. Clair). "
3287, The Gumby Show. ,Series, Children, NBC,,,1957,,,," Scotty McKee's Fun Shop is the setting. Here, Scotty, the host, presents the clay animated adventures of Gumby, the green boy and his horse Pokey. The episodes, produced in Claymation, have since been re-edited (the host segments deleted) and syndicated as a series of cartoons called Gumby. Host: Bob Nicholson, Pinky Lee. Voice of Gumby: Dick Beals, Hal Smith, Ruth Egleson, Nancy Wible. Voice of Pokey: Art Clokey, Dallas McKennon. Voice of Prickle: Art Clokey, Dallas McKennon. "
3300, The Guy Mitchell Show. ,Pilot, Variety, CBS,3,6,1957,,,," A proposed weekly series of music and songs with singer Guy Mitchell as the host.Host: Guy Mitchell. Regulars: Polly Bergen, The Four Lads, Jack E. Leonard, The Spellbinders. Announcer: Tony Marvin. Orchestra: Bert Farber. "
3360, Harbor Command. ,Series, Crime Drama, Syn.,,,1957,,,," Dramatizations based on incidents in the lives of the men of the U.S. Harbor Police Command. Stories relate in particular the work of Ralph Baxter, a harbor police chief (who is representative of all such ofiicers). Cast: Wendell Corey {Ralph Baxter). "
