id,title,imdb_index,kind_id,production_year,imdb_id,phonetic_code,episode_of_id,season_nr,episode_nr,series_years
2816495,Portrait of a Cop: File #27,,7,1958,,P6363,2816477,2,1,
2816500,The Box Men: File #38,,7,1958,,B2514,2816477,2,10,
2816505,The Dice of Fortune: File #34,,7,1958,,D2163,2816477,6,18,
2816507,The Headline Hero: File #28,,7,1958,,H3456,2816477,,,
2816510,The Night Prowlers: File #35,,7,1958,,N2316,2816477,2,7,
2816518,Too Many Clues,,7,1958,,T5242,2816477,2,3,
2945106,Federal Agent,,7,1959,,F3642,2945083,,,
3450589,Country Doctor,,3,1954,,C5363,,,,
3788968,Just Off Broadway,,3,1955,,J2316,,,,
2116287,Dry with Three Olives,,7,1952,,D6364,2116283,,,
4454361,Those Were the Days,,3,1953,,T2632,,,,
1389254,The Rugged Path,,7,1952,,R2313,1388760,5,29,
570198,Crunch and Des,,2,1955,,C6525,,,,1955-????
570199,A Big Catch,,7,1955,,B232,570198,1,5,
570200,A Fish for Billy,,7,1956,,F2161,570198,1,29,
570201,A Matter of Faith,,7,1956,,M3613,570198,1,38,
570202,A Sales Talk from Sari,,7,1956,,S4234,570198,1,17,
570203,Buccaneers,,7,1956,,B2562,570198,1,36,
570204,Crazy Over Horse Mackerel,,7,1956,,C6216,570198,1,10,
570206,Crunch Catches One,,7,1955,,C6523,570198,1,3,
570205,Crunch Catches a Megrim,,7,1956,,C6523,570198,1,35,
570207,Eve and the Sea Serpent,,7,1956,,E1532,570198,1,16,
570208,Fair Caught,,7,1955,,F623,570198,1,7,
570209,Fifty-Four Forty and Fight,,7,1956,,F1316,570198,1,21,
570210,Fire on the Beach,,7,1956,,F6531,570198,1,13,
570211,Fresh Water Mermaid,,7,1956,,F6236,570198,1,14,
570212,"Hooky, Line and Sinker",,7,1955,,H2453,570198,1,4,
570213,Hot Rod and Reel,,7,1956,,H3635,570198,1,31,
570214,Hull Down,,7,1956,,H435,570198,1,9,
570215,Key Jinx,,7,1956,,K252,570198,1,39,
570216,Light Tackle,,7,1956,,L2324,570198,1,12,
570217,Night Strike,,7,1956,,N2323,570198,1,32,
570218,"Nine, Ten, and Out!",,7,1956,,N5353,570198,1,28,
570219,Old Crawdad,,7,1956,,O4326,570198,1,33,
570220,Reelistic Viewpoint,,7,1956,,R4232,570198,1,23,
570221,Salt Water Daffy,,7,1956,,S4363,570198,1,37,
570222,Shakedown Cruise,,7,1955,,S2352,570198,1,15,
570223,Sixth Sense,,7,1956,,S2325,570198,1,24,
570224,Smuggler's Cove,,7,1956,,S5246,570198,1,22,
570225,Spare the Rod,,7,1956,,S1636,570198,1,11,
570226,Strike Three,,7,1955,,S3623,570198,1,8,
570227,The Ardent Amazon,,7,1956,,A6353,570198,1,19,
570228,The Bad Luck Kid,,7,1955,,B3423,570198,1,26,
570229,The Big Ones Get Away,,7,1956,,B2523,570198,1,30,
570230,The Expert,,7,1955,,E2163,570198,1,1,
570231,The Golden Lure,,7,1955,,G4354,570198,1,2,
570232,The Man Who Had Been Around,,7,1956,,M5315,570198,1,34,
570233,The Man Who Loved a Joke,,7,1955,,M5413,570198,1,6,
570234,The Missing Mariner,,7,1956,,M2525,570198,1,25,
570235,The Shell Game,,7,1956,,S425,570198,1,27,
570236,The Shipwreck of Crunch and Des,,7,1956,,S1621,570198,1,20,
570237,Three Time Winner,,7,1956,,T6356,570198,1,18,
1254858,Killer's Choice,,7,1954,,K462,1254843,1,17,
3723303,I Beheld His Glory,,3,1953,,B4324,,,,
3748776,Indian American,,3,1955,,I5356,,,,
3902793,Louisiana Hayride,,3,1955,,L2563,,,,
4046708,One Night Stand: The World of Lenny Bruce,,3,1959,,O5232,,,,
2420046,Super Serial Theater,,2,1959,,S1626,,,,1959-????
4446840,The World of Sholom Aleichem,,3,1959,,W6431,,,,
4161310,Rocky Marciano vs. Ezzard Charles,,3,1954,,R2562,,,,
638297,The Saint's Portrait,,7,1954,,S5321,637912,3,1,
1630293,The Case of the Locked Room,,7,1952,,C2134,1630251,1,15,
2154110,Beyond the Curtain of Space: Chapter I,,7,1954,,B5326,2154109,1,1,
2154113,Blast Off: Chapter II,,7,1954,,B4231,2154109,1,25,
2154114,Blast Off: Chapter III,,7,1954,,B4231,2154109,1,26,
2154115,Blast-Off: Chapter I,,7,1954,,B4231,2154109,1,24,
2154119,Crash of Moons: Chapter II,,7,1954,,C6215,2154109,1,22,
2154120,Crash of Moons: Chapter III,,7,1954,,C6215,2154109,1,23,
2154121,Crash of the Moons: Chapter I,,7,1954,,C6213,2154109,1,21,
2154123,Forbidden Moon: Chapter I,,7,1954,,F6135,2154109,1,14,
2154137,Silver Needle in the Sky: Chapter II,,7,1954,,S4165,2154109,1,18,
2154138,Silver Needle in the Sky: Chapter III,,7,1954,,S4165,2154109,1,19,
2154142,The Forbidden Moon: Chapter II,,7,1954,,F6135,2154109,1,15,
2154145,The Trial of Rocky Jones: Chapter I,,7,1954,,T6416,2154109,1,37,
2154146,The Trial of Rocky Jones: Chapter II,,7,1954,,T6416,2154109,1,38,
2154147,The Trial of Rocky Jones: Chapter III,,7,1954,,T6416,2154109,1,39,
2781863,Jackie Knows All,,7,1951,,J2524,2781813,2,8,
2781870,Leave It to Stu,,7,1953,,L1323,2781813,3,10,
2781897,Springtime for Father,,7,1951,,S1652,2781813,1,39,
3942139,Meet the O'Briens,,3,1954,,M3165,,,,
2765452,The Sandy Becker Show,,2,1953,,S5312,,,,1953-????
382109,Cadenas de amor,,2,1959,,C3523,,,,1959-????
4313892,The Anatomist,,3,1956,,A5352,,,,
553191,Dead Right,,7,1952,,D3623,553189,1,2,
553197,Murder on Stage 9,,7,1952,,M6365,553189,1,15,
553201,The Big Shakedown,,7,1952,,B235,553189,1,1,
553202,The Case of Fleming Lewis,,7,1952,,C2145,553189,1,3,
553203,The False Claimant,,7,1952,,F4245,553189,1,4,
553208,The Lonely Hearts Club,,7,1952,,L5463,553189,1,13,
553211,The Secret Will,,7,1952,,S2634,553189,1,20,
553212,The Strange Destiny,,7,1952,,S3652,553189,1,16,
4344572,The Downtown Show,,3,1957,,D5352,,,,
1664262,(1950-11-12),,7,1950,,,1663240,,,
2551248,(1957-04-07),,7,1957,,,2551211,,,
4389358,The Marionette Mystery,,3,1950,,M6535,,,,
4584399,Young Couples Only,,3,1955,,Y5214,,,,
301126,Comic Book Murder,,7,1955,,C5212,301087,5,36,
301152,Ferry Boat,,7,1954,,F613,301087,5,6,
301180,Juvenile Crime Pack,,7,1954,,J1542,301087,5,7,
301226,Randolph's Bomb,,7,1955,,R5341,301087,5,16,
301252,The Airplane Story,,7,1955,,A6145,301087,5,14,
639272,Man on a Raft,,7,1958,,M5613,639266,1,13,
190706,Thunder Over Berlin,,7,1959,,T5361,190323,9,14,
3161285,Youth Wants to Know,,2,1951,,Y3532,,,,1951-1954
8309,Fever,,7,1959,,F16,8305,,,
8313,The Black Hand,,7,1959,,B4253,8305,,,
8316,The Photograph,,7,1959,,P3261,8305,,,
18440,Abandoned,,7,1959,,A1535,18439,2,37,
18441,Apache Water,,7,1958,,A1236,18439,1,27,
18442,Badge to Kill,,7,1958,,B3232,18439,1,21,
18443,Bandit Queen,,7,1959,,B5325,18439,2,38,
18444,Border Incident,,7,1957,,B6365,18439,1,4,
18445,Brief Glory,,7,1958,,B6124,18439,2,6,
18446,Cattle Embargo,,7,1958,,C3451,18439,1,20,
18447,Cave-In,,7,1959,,C15,18439,2,32,
18448,Chain Gang,,7,1958,,C5252,18439,1,29,
18449,Cross and Doublecross,,7,1958,,C6253,18439,2,4,
18450,Dead Man in Tucson,,7,1957,,D3532,18439,1,8,
18451,Dead or Alive,,7,1959,,D3641,18439,2,24,
18452,Death in the Dragoons,,7,1959,,D3536,18439,2,20,
18453,Destination Nowhere,,7,1957,,D2353,18439,1,5,
18454,Dog Eat Dog,,7,1958,,D232,18439,2,7,
18455,False Witness,,7,1958,,F4235,18439,2,13,
18456,Fighting Man,,7,1959,,F2352,18439,2,34,
18457,Glory Road,,7,1958,,G463,18439,2,1,
18458,Gun Hand,,7,1958,,G53,18439,1,19,
18459,Hoax at Globe,,7,1958,,H2324,18439,1,25,
18460,Hole Up,,7,1958,,H41,18439,1,37,
18461,Hondo Man,,7,1958,,H535,18439,1,31,
18462,House Divided,,7,1959,,H2313,18439,2,22,
18463,Idol in the Dust,,7,1958,,I3453,18439,1,34,
18464,Incident at Yuma,,7,1957,,I5235,18439,1,6,
18465,Indian Gunslinger,,7,1957,,I5352,18439,1,12,
18466,Insurrection,,7,1958,,I5262,18439,1,17,
18467,Judge Not,,7,1958,,J3253,18439,2,8,
18468,Killers Trail,,7,1958,,K4623,18439,1,39,
18469,Legacy of Death,,7,1958,,L213,18439,1,28,
18470,Live and Let Die,,7,1959,,L1534,18439,2,27,
18471,Long Trail Home,,7,1959,,L5236,18439,2,19,
18472,Man in Hiding,,7,1958,,M5352,18439,2,3,
18473,Man on the Run,,7,1957,,M5365,18439,1,9,
18474,Manhunt,,7,1958,,M53,18439,2,11,
18475,Montezuma's Cave,,7,1958,,M5325,18439,1,22,
18476,My Brother's Keeper,,7,1958,,M1636,18439,2,9,
18477,Panic at Bisbee,,7,1958,,P5231,18439,1,16,
18478,Profane Masquerade,,7,1959,,P6152,18439,2,23,
18479,Ranger Without a Badge,,7,1959,,R5263,18439,2,17,
18480,Redskin,,7,1959,,R325,18439,2,31,
18481,Refuge at Broken Bow,,7,1959,,R1231,18439,2,39,
18482,Ricochet,,7,1959,,R23,18439,2,21,
18483,Run No More,,7,1958,,R56,18439,2,10,
18484,Runaway Stage,,7,1958,,R5232,18439,1,35,
18485,Scorpion,,7,1959,,S2615,18439,2,29,
18486,Shadow of Doubt,,7,1958,,S3131,18439,2,2,
18487,Showdown,,7,1959,,S35,18439,2,18,
18488,Slaughter Trail,,7,1958,,S4236,18439,1,18,
18489,Sundown Decision,,7,1958,,S5353,18439,1,23,
18490,Terror in Paradise,,7,1959,,T6516,18439,2,33,
18491,The Avenger,,7,1958,,A1526,18439,2,12,
18492,The Bells of St. Thomas,,7,1958,,B4212,18439,1,30,
18493,The Big Rope,,7,1957,,B261,18439,1,10,
18494,The Bounty Hunter,,7,1958,,B5353,18439,1,26,
18495,The Hasbeen,,7,1959,,H215,18439,2,25,
18496,The Hellion,,7,1959,,H45,18439,2,16,
18497,The Last Kill,,7,1959,,L2324,18439,2,30,
18498,The Last Rebellion,,7,1958,,L2361,18439,2,5,
18499,The Parrish Gang,,7,1958,,P6252,18439,1,24,
18500,The Ranger and the Lady,,7,1958,,R5265,18439,1,33,
18501,The Recruit,,7,1957,,R263,18439,1,1,
18502,The Slater Brothers,,7,1957,,S4361,18439,1,7,
18503,The Tiger,,7,1959,,T26,18439,2,36,
18504,The Torch,,7,1959,,T62,18439,2,14,
18505,The Unwanted,,7,1959,,U53,18439,2,26,
18506,The Vanquisher,,7,1958,,V526,18439,1,32,
18507,The Wild Bunch,,7,1957,,W4315,18439,1,3,
18508,Trade Me Deadly,,7,1957,,T6353,18439,1,14,
18509,Trail of Darkness,,7,1958,,T6413,18439,1,13,
18510,Trail of Revenge,,7,1959,,T6416,18439,2,15,
18511,Trial at Verde River,,7,1959,,T6431,18439,2,28,
18512,Trouble at Pinnacle Peak,,7,1957,,T6143,18439,1,2,
18513,Tumbleweed Ranger,,7,1959,,T5143,18439,2,35,
18514,Unholy Partners,,7,1958,,U5416,18439,1,38,
18515,Valley of Fear,,7,1957,,V416,18439,1,11,
18516,Violent Land,,7,1957,,V4534,18439,1,15,
18517,Wayward Gun,,7,1958,,W6325,18439,1,36,
2581051,The D.A.'s Man,,2,1959,,D25,,,,1959-????
80135,A Close Shave for the Marshall,,7,1952,,C4216,80134,3,20,
80136,A Joke on Sir Anthony,,7,1952,,J2526,80134,3,16,
80139,Behind Southern Lines,,7,1951,,B5323,80134,1,1,
80140,Blacksmith Story,,7,1952,,B4253,80134,3,3,
80143,Border City,,7,1951,,B6362,80134,2,9,
80144,Boulder City Election,,7,1951,,B4362,80134,2,1,
80146,Chain of Events,,7,1953,,C5153,80134,4,6,
80147,Civilian Clothes,,7,1952,,C1452,80134,3,1,
80150,Cry Wolf,,7,1955,,C641,80134,5,8,
80151,Ex-Convict Story,,7,1951,,E2512,80134,2,10,
80152,Ghost Rider,,7,1952,,G2363,80134,3,11,
80154,Ghost Town Story,,7,1951,,G2352,80134,1,10,
80155,Grandpa and Genie,,7,1953,,G6531,80134,4,1,
80157,Hands Across the Border,,7,1953,,H5326,80134,4,10,
80158,Heading for Trouble,,7,1953,,H3521,80134,4,4,
80159,Hepsibah,,7,1951,,H121,80134,2,8,
80160,Homer Atchison,,7,1951,,H5632,80134,1,13,
80161,Indian Bureau Story,,7,1951,,I5351,80134,1,6,
80162,Indian Pony Express,,7,1951,,I5351,80134,1,7,
80163,Jingles Becomes a Baby Sitter,,7,1952,,J5242,80134,3,18,
80167,Johnny Deuce,,7,1951,,J532,80134,1,12,
80168,Lady Mayor,,7,1951,,L356,80134,1,3,
80169,Lost Indian Mine,,7,1952,,L2353,80134,2,13,
80170,Lumber Camp Story,,7,1952,,L5162,80134,3,13,
80171,Marriage Feud of Ponca City,,7,1952,,M6213,80134,3,22,
80173,Masked Riders,,7,1951,,M2363,80134,2,7,
80174,Masquerade at Moccasin Flats,,7,1954,,M2635,80134,5,3,
80175,Medicine Show,,7,1952,,M3252,80134,3,2,
80177,Mexican Gun Running Story,,7,1952,,M2525,80134,3,4,
80178,Mexican Rustlers Story,,7,1951,,M2562,80134,2,6,
80180,Ol' Pardner Rides Again,,7,1954,,O4163,80134,5,5,
80182,Outlaw Flats,,7,1951,,O3414,80134,2,4,
80184,Papa Antonelli,,7,1951,,P1535,80134,2,11,
80185,Photographer Story,,7,1952,,P3261,80134,3,8,
80186,Pony Express vs. Telegraph,,7,1951,,P5216,80134,2,2,
80187,Prairie Flats Land Swindle,,7,1952,,P6143,80134,3,21,
80189,Sagebrush Manhunt,,7,1955,,S2162,80134,5,13,
80190,"Savvy, the Smart Little Dog",,7,1952,,S1325,80134,3,10,
80191,Schoolteacher Story,,7,1952,,S2432,80134,3,5,
80192,Silver Stage Holdup,,7,1951,,S4162,80134,2,5,
80194,Stolen Church Funds,,7,1954,,S3452,80134,5,4,
80195,Sundown Valley,,7,1955,,S5351,80134,5,12,
80196,Superstition Stage,,7,1955,,S1623,80134,5,7,
80198,The Avenging Gunman,,7,1953,,A1525,80134,4,11,
80200,The Boy and the Bandit,,7,1952,,B5315,80134,3,15,
80201,The Boy and the Hound Dog,,7,1955,,B5353,80134,5,9,
80203,The Doctor's Story,,7,1953,,D2362,80134,4,7,
80204,The Dog Collar Story,,7,1951,,D2462,80134,1,4,
80205,The Fortune Telling Story,,7,1952,,F6353,80134,3,19,
80209,The Gorilla of Owl Hoot Mesa,,7,1954,,G6414,80134,5,6,
80212,The Indians and the Delegates,,7,1953,,I5352,80134,4,8,
80215,The Kid from Red Butte,,7,1954,,K3165,80134,5,2,
80216,The Lady School Teacher,,7,1951,,L3243,80134,2,3,
80217,The Maverick,,7,1954,,M162,80134,5,1,
80219,The Monster in the Lake,,7,1953,,M5236,80134,4,13,
80222,The Nephew from Back East,,7,1953,,N1651,80134,4,2,
80223,The Outlaw's Son,,7,1952,,O3425,80134,3,9,
80224,The Professor's Daughter,,7,1952,,P6126,80134,3,7,
80226,The Right of Way,,7,1953,,R231,80134,4,12,
80227,The Rock Springs Rustlers,,7,1951,,R2165,80134,1,2,
80230,The Sheriff Was a Redhead,,7,1953,,S6126,80134,4,9,
80231,The Sheriff's Secret,,7,1955,,S6126,80134,5,10,
80232,The Silver Mine Protection Story,,7,1951,,S4165,80134,1,5,
80233,The Slocum Family,,7,1951,,S4251,80134,2,12,
80235,The Tax Collecting Story,,7,1951,,T2423,80134,1,8,
80236,The Trapper Story,,7,1952,,T6162,80134,3,14,
80237,The Widow Muldane,,7,1951,,W3543,80134,1,9,
80238,The Young Witness,,7,1953,,Y5235,80134,4,5,
80239,To the Highest Bidder,,7,1955,,T3231,80134,5,11,
80242,Vigilante Story,,7,1952,,V2453,80134,3,6,
80243,Wagon Wheel Trail,,7,1953,,W2543,80134,4,3,
80245,Wild White Horse,,7,1952,,W4362,80134,3,12,
80246,Wrestling Story,,7,1952,,W6234,80134,3,17,
80247,Yellow Haired Kid,,7,1951,,Y4632,80134,1,11,
79636,Adventures of a Jungle Boy,,2,1957,,A3153,,,,1957-????
79637,A Child by the River,,7,1957,,C4313,79636,1,4,
79638,Adoption Story,,7,1957,,A3135,79636,1,2,
79639,Boy and the Reverend,,7,1957,,B5361,79636,1,5,
79640,Doctor's Dilemma,,7,1957,,D2362,79636,1,8,
79641,Jungle Boy and the Diamonds,,7,1957,,J5241,79636,1,9,
79642,Kidnapped,,7,1957,,K3513,79636,1,12,
79643,Meet Jungle Boy,,7,1957,,M3252,79636,1,1,
79644,Runaway Boy,,7,1957,,R51,79636,1,13,
79645,The Burial Ground,,7,1957,,B6426,79636,1,10,
79646,The Doctor Man,,7,1957,,D2365,79636,1,3,
79647,The Journey Up River,,7,1957,,J6516,79636,1,6,
79648,The Ways of a Witch Doctor,,7,1957,,W2132,79636,1,11,
79649,Young Love,,7,1957,,Y5241,79636,1,7,
81513,African Patrol,,2,1957,,A1625,,,,1957-????
81523,Hell Hath No Fury,,7,1959,,H4351,81513,1,34,
81545,The Hunt,,7,1958,,H53,81513,1,2,
1021979,Glencannon,,2,1959,,G4525,,,,1959-????
1021980,A Nosegay for Mr. Montgomery,,7,1959,,N2165,1021979,1,9,
1021981,At the Sign of the Brass Knuckles,,7,1959,,A3251,1021979,1,28,
1021982,Captain Snooty of the Yacht,,7,1959,,C1352,1021979,1,35,
1021983,Champagne Charlie,,7,1959,,C5125,1021979,1,4,
1021984,Chinaman's Chance,,7,1959,,C5252,1021979,1,2,
1021985,Crocodile Tears,,7,1959,,C6234,1021979,1,13,
1021986,Double Double Deal and Trouble,,7,1959,,D1431,1021979,1,3,
1021987,Gabriel's Trumpet,,7,1959,,G1642,1021979,1,24,
1021988,Hair of the Dog,,7,1959,,H6132,1021979,1,1,
1021989,Love Story,,7,1959,,L1236,1021979,1,30,
1021990,Man with a Mermaid,,7,1959,,M5356,1021979,1,7,
1021991,Mr. Glencannon and the Ailing Turtle,,7,1959,,M6245,1021979,1,31,
1021992,Mud Bottom Mulligan,,7,1959,,M3135,1021979,1,38,
1021993,Mutiny on the Inchcliffe Castle,,7,1959,,M3535,1021979,1,25,
1021994,Nearly a Bridegroom,,7,1959,,N6416,1021979,1,18,
1021995,Pearl of Panama,,7,1959,,P6415,1021979,1,5,
1021996,Scot from Scotland Yard,,7,1959,,S2316,1021979,1,11,
1021997,Stardust and Corn,,7,1959,,S3632,1021979,1,23,
1021998,The Ancient Mariner,,7,1959,,A5253,1021979,1,12,
1021999,The Artful Mr. Glencannon,,7,1959,,A6314,1021979,1,29,
1022000,The Balloon Story,,7,1959,,B4523,1021979,1,20,
1022001,The Christmas Story,,7,1959,,C6235,1021979,1,21,
1022002,The Donkeyman's Widow,,7,1959,,D5252,1021979,1,19,
1022003,The Glencannon Collection,,7,1959,,G4525,1021979,1,36,
1022004,The Home Stretch,,7,1959,,H5236,1021979,1,33,
1022005,The Jungle Story,,7,1959,,J5242,1021979,1,39,
1022006,The Loving Cup,,7,1959,,L1521,1021979,1,10,
1022007,The Masked Monster,,7,1959,,M2352,1021979,1,14,
1022008,The Mean Man from Genoa,,7,1959,,M5165,1021979,1,8,
1022009,The Milk Blossom,,7,1959,,M4214,1021979,1,34,
1022010,The Monte Carlo Massacre,,7,1959,,M5326,1021979,1,6,
1022011,The Rolling Stone,,7,1959,,R4523,1021979,1,17,
1022012,The Smugglers of San Diego,,7,1959,,S5246,1021979,1,15,
1022013,The Toadmen of Tumbaroo,,7,1959,,T3513,1021979,1,37,
1022014,The Toothless Hag of Cadiz,,7,1959,,T3421,1021979,1,22,
1022015,The Wailing Lady of Limehouse,,7,1959,,W4524,1021979,1,32,
1022016,The Yogi of West Ninth Street,,7,1959,,Y2123,1021979,1,26,
1022017,Three Lovesick Swains of Gibraltar,,7,1959,,T6412,1021979,1,16,
1022018,Where Early Fa's the Dew,,7,1959,,W6412,1021979,1,27,
1650769,Mayor of the Town,,2,1954,,M6135,,,,1954-????
1650770,Bicycle for Butch,,7,1954,,B2416,1650769,1,16,
1650771,Blueberry Hill,,7,1954,,B4164,1650769,1,22,
1650772,Butch's Tonsillectomy,,7,1954,,B3235,1650769,1,14,
1650773,Doctor's Orders,,7,1954,,D2362,1650769,1,33,
1650774,Embezzlement Story,,7,1954,,E5124,1650769,1,8,
1650775,Escape Into Space,,7,1954,,E2153,1650769,1,5,
1650776,First Year,,7,1954,,F6236,1650769,1,18,
1650777,Flood Control,,7,1954,,F4325,1650769,1,10,
1650778,Ghost of a City,,7,1954,,G2312,1650769,1,29,
1650779,Happy Birthday,,7,1954,,H163,1650769,1,34,
1650780,"His Honor, Butch",,7,1954,,H2561,1650769,1,28,
1650781,Junior Voters,,7,1954,,J5613,1650769,1,25,
1650782,Long May It Wag,,7,1955,,L5253,1650769,1,13,
1650783,Love Is So Young,,7,1954,,L1252,1650769,1,12,
1650784,Marilly Minds the Baby,,7,1954,,M6453,1650769,1,30,
1650785,Marilly's Murder,,7,1954,,M6425,1650769,1,21,
1650786,Marilly's Present,,7,1954,,M6421,1650769,1,15,
1650787,Marilly's Vacation,,7,1954,,M6421,1650769,1,37,
1650788,Mayor of the Town,,7,1954,,M6135,1650769,1,1,
1650789,Minnie's Job,,7,1954,,M521,1650769,1,38,
1650790,Minnie's Romance,,7,1954,,M5265,1650769,1,4,
1650791,Next Time Take the Bus,,7,1954,,N2353,1650769,1,11,
1650792,Papa Dear,,7,1954,,P136,1650769,1,31,
1650793,Popularity Contest,,7,1954,,P1463,1650769,1,7,
1650794,Scraggy,,7,1954,,S262,1650769,1,20,
1650795,Strange Lady,,7,1954,,S3652,1650769,1,26,
1650796,Take Me Out to the Ballgame,,7,1954,,T2531,1650769,1,3,
1650797,The Cane,,7,1954,,C5,1650769,1,35,
1650798,The Composer,,7,1954,,C5126,1650769,1,19,
1650799,The Doctor's Son,,7,1954,,D2362,1650769,1,17,
1650800,The Farmer,,7,1954,,F656,1650769,1,9,
1650801,The Law Student,,7,1954,,L2353,1650769,1,27,
1650802,The Mayor Plays Cupid,,7,1954,,M6142,1650769,1,2,
1650803,The Old Triangle,,7,1954,,O4365,1650769,1,23,
1650804,The Poet,,7,1954,,P3,1650769,1,39,
1650805,The School Teacher,,7,1954,,S2432,1650769,1,24,
1650806,The Watchmaker,,7,1954,,W3252,1650769,1,32,
1650807,Thicker Than Water,,7,1954,,T2635,1650769,1,6,
1650808,War Hero,,7,1954,,W6,1650769,1,36,
2619937,The Flying Doctor,,2,1959,,F4523,,,,1959-????
2619938,A Call to London,,7,1959,,C4345,2619937,1,38,
2619939,A Circle in the Bush,,7,1959,,C6245,2619937,1,10,
2619940,A Pair of Eyes,,7,1959,,P612,2619937,1,1,
2619941,A Race Against Time,,7,1959,,R2523,2619937,1,14,
2619942,A Stranger in Distress,,7,1959,,S3652,2619937,1,32,
2619943,Blackout,,7,1959,,B423,2619937,1,26,
2619944,Blood Donor,,7,1959,,B4356,2619937,1,5,
2619945,Boomerang,,7,1959,,B5652,2619937,1,19,
2619946,Brainstorm,,7,1959,,B6523,2619937,1,24,
2619947,Crisis,,7,1959,,C62,2619937,1,25,
2619948,Death in the Clouds,,7,1959,,D3532,2619937,1,11,
2619949,Decision,,7,1959,,D25,2619937,1,3,
2619950,Ear Witness,,7,1959,,E6352,2619937,1,23,
2619951,Hideout,,7,1959,,H3,2619937,1,7,
2619952,Moving Mountains,,7,1959,,M1525,2619937,1,13,
2619953,Night Flight,,7,1959,,N2314,2619937,1,12,
2619954,Ordeal by Willie-Willie,,7,1959,,O6341,2619937,1,2,
2619955,Reprieve,,7,1959,,R161,2619937,1,21,
2619956,The Changing Plain,,7,1959,,C5252,2619937,1,9,
2619957,The Choice,,7,1959,,C2,2619937,1,35,
2619958,The Conspiracy,,7,1959,,C5216,2619937,1,36,
2619959,The Deception,,7,1959,,D2135,2619937,1,18,
2619960,The Emergency Pilot,,7,1959,,E5625,2619937,1,8,
2619961,The Ghost of Darling River,,7,1959,,G2313,2619937,1,22,
2619962,The Message,,7,1959,,M2,2619937,1,30,
2619963,The Missile,,7,1959,,M24,2619937,1,39,
2619964,The Model Marriage,,7,1959,,M3456,2619937,1,15,
2619965,The Prisoner,,7,1959,,P6256,2619937,1,33,
2619966,The Return,,7,1959,,R365,2619937,1,28,
2619967,The Revelation,,7,1959,,R1435,2619937,1,29,
2619968,The Riddle,,7,1959,,R34,2619937,1,20,
2619969,The Runaway,,7,1959,,R5,2619937,1,16,
2619970,The Secret,,7,1959,,S263,2619937,1,27,
2619971,The Shock,,7,1959,,S2,2619937,1,4,
2619972,The Sound of the Sea,,7,1959,,S5313,2619937,1,37,
2619973,The White Sickness,,7,1959,,W3252,2619937,1,6,
2619974,The Wrong Medicine,,7,1959,,W6525,2619937,1,17,
2619975,Time Bomb,,7,1959,,T5151,2619937,1,31,
2619976,Woman Hunt,,7,1959,,W53,2619937,1,34,
2681216,Deep Sea Diving,,7,1955,,D1231,2681215,1,30,
2681217,Plantation Story,,7,1954,,P4535,2681215,1,7,
2681218,Pursuit,,7,1954,,P623,2681215,1,8,
2681219,Skid Row,,7,1954,,S236,2681215,1,12,
2681220,The Arena,,7,1954,,A65,2681215,1,13,
2681221,The Art Story,,7,1954,,A6323,2681215,1,23,
2681222,The Avalanche Story (a.k.a. The Reno Story),,7,1954,,A1452,2681215,1,2,
2681223,The Beverly Hills Story,,7,1955,,B1642,2681215,1,26,
2681224,The Blue Lantern Story,,7,1954,,B4536,2681215,1,5,
2681226,The Carlsbad Big Lie Story,,7,1954,,C6421,2681215,1,24,
2681227,The Carnival Story,,7,1954,,C6514,2681215,1,4,
2681228,The Chinese Story,,7,1954,,C5236,2681215,1,3,
2681230,The Emerald Ring,,7,1954,,E5643,2681215,1,20,
2681231,The Honolulu Story,,7,1954,,H5423,2681215,1,11,
2681235,The Karachi Story,,7,1954,,K6236,2681215,1,14,
2681236,The Las Vegas Story,,7,1954,,L2123,2681215,1,15,
2681237,The Last Ballet Story,,7,1954,,L2314,2681215,1,25,
2681238,The Long Beach Story (a.k.a. The Smuggling Story),,7,1954,,L5212,2681215,1,1,
2681239,The Malibu Story (a.k.a. Malibu-Laguna),,7,1954,,M4123,2681215,1,9,
2681241,The Minister Story,,7,1954,,M5236,2681215,1,33,
2681242,The Murder Story,,7,1954,,M6362,2681215,1,10,
2681244,The Oil Story,,7,1955,,O4236,2681215,1,18,
2681251,The Ski Story,,7,1954,,S236,2681215,1,6,
2681252,The Stamp Story,,7,1955,,S3512,2681215,1,32,
2681254,The Wife Story,,7,1954,,W1236,2681215,1,35,
2726073,The O. Henry Playhouse,,2,1957,,O5614,,,,1957-????
2726074,A Madison Square Arabian Knight,,7,1957,,M3252,2726073,1,33,
2726075,A Ramble in Aphasia,,7,1957,,R5145,2726073,1,11,
2726076,A Service of Love,,7,1957,,S6121,2726073,1,37,
2726077,A Trick of Nature,,7,1957,,T6215,2726073,1,14,
2726078,After Twenty Years,,7,1957,,A1363,2726073,1,13,
2726079,Between Rounds,,7,1957,,B3565,2726073,1,20,
2726080,Blackjack Bargainer,,7,1957,,B4216,2726073,1,8,
2726081,Christmas by Injunction,,7,1957,,C6235,2726073,1,25,
2726082,Fog in Santone,,7,1957,,F2525,2726073,1,6,
2726083,Fourth in Salvador,,7,1957,,F6352,2726073,1,12,
2726084,Georgia's Ruling,,7,1957,,G6264,2726073,1,26,
